,author,title,year,places
669,"Bruijn, Pieter de","Verzamelingen voor verbondenheid. Nationaal Historische musea in Nederland en het verenigd Koninkrijk, ca 1800-2008",2009,"[['United Kingdom', '-2.433333', '53.55']]"
670,"Özdil, Z.","From ""Filthy Arab tramps"" to ""Arab Americans"". Newspaper narratives and the assimilation of early Arab immigrants in the United States",2010,"[['United States', '-100.0', '40.0']]"
671,"Klerk, J. de",Love thy neighbour. The possibilities of an economically smaller country analysed,2010,[]
672,"Blok, J.J.E.",Om in ’t openbaar strengelijk te worden gegeesselt. Criminaliteit in Dordrecht 1749 – 1800,2010,"[['Dordrecht', '4.666667', '51.816667']]"
673,"Brouwer, I.S.",Onvergankelijk Verleden. De visualisering van het beladen oorlogsverleden in Duitse landelijke en regionale historische musea anno 2010,2010,"[['Germany', '9.916667', '51.516667']]"
674,"Viervant, R.","Een hardnekkige Mythe. Ashly Montagu en de 1951 en 1952 ""Unesco Statements on race""",2010,[]
675,"Heemskerk, J.",Vroeger was het Oorlog. Geschiedeniskennis bij Nederlandse jongeren,2010,[]
676,"Kooloos, R.","The story of streetnames in the Netherlands. A comparative analysis of themes used in streetnaming in Noord Brabant and Holland , 1859-1939",2010,"[['North Brabant', '5.0', '51.666667'], ['Holland', '4.667', '52.25']]"
677,Kruithof.M.,"Zaaiers, zaait in Gods naam voort!. Carl Poensen, het leven van een zendeling-etnoloog (1836-1919)",2010,[]
678,"Siahinian, C.",The impact of extrene mationalism on a bi-communal society. The case of Cyprus,2010,"[['Cyprus', '33.0', '35.0']]"
679,"Roosken, E.","Caught between Christianization, assimilation and religious independency. The Hindustani community in Suriname",2010,"[['Suriname', '-56.0', '4.3']]"
680,"Kroo, N. de","""This is America wants for you!"". Wat was de intentie van de Verenigde Staten met het Marshallplan, en hoe interpreteerde Nederland dit?",2010,"[['Netherlands', '5.55', '52.316667'], ['United States', '-100.0', '40.0']]"
681,"Pavert, J. van","Bouwen onder Chruščëv. Bouwen in het licht van destalinisatie en consumptie in de USSR, 1953-1960",2010,"[['Soviet Union', '37.616667', '55.75']]"
682,"Klerk, M.","Petrus Valkeniers"" 't Verwerd Europa ""(1675). een constructie van traditionele politiek moraal en ""nieuwe politiek""",2010,"[['Europe', '7.0', '46.0']]"
683,"Lugt, M. van der",The True Toland?. Inquiry into the religious writings of an irreligious mind,2010,[]
684,"Koppenol, D.",The shadow of the empty chair. De Europese wens om Amerikaanse invloed in de Europese politieke arena (1919-1920),2010,[]
685,"Wesseling, D.",Anne Frank. Een Onderzoek naar het beeld van Anne Frank in Japan tussen 1952 en heden,2010,"[['Japan', '136.0', '35.0']]"
686,"Taekema, S.",De Nederlandse identiteit tentoongesteld. Herinneringsmachine Hollandrama als feest van herkenning,2010,[]
687,"Vlies, T. van der","Reddingsboot op den Oceaan der Maatschappij. Idealen en praktijk van de haveloze school in Engeland en Nederland, 1850-1920",2010,"[['England', '-1.566667', '52.483333'], ['Netherlands', '5.55', '52.316667']]"
688,"Hooijdonk, J. van",De schaduwzijde van moderniteit. Een onderzoek naar de ontwikkeling van criminaliteit en orde in laatkoloniaal Buenos Aires,2010,"[['Buenos Aires', '-58.381667', '-34.603333']]"
689,"Boxhoorn, D.",Chilling memories from the Killing Fields. National trauma and commemoration politics in Cambodja,2010,"[['Khmer Rouge Killing Fields', '104.901944', '11.484444'], ['Cambodia', '105.666667', '12.733333']]"
690,"Vriezen, K.",Schrijvende feministen?. Beeldvorming rondom Hannemieke Stamperius en Anja Meulenbelt 1976-heden,2010,[]
691,"Vreeze, W. de",Gas. De positie die Nederland innam in het internationale debat over chemische oorlogsvoering tussen beide Wereldoorlogen,2010,"[['Netherlands', '5.55', '52.316667']]"
692,"Rozema, JW","""Op Neerlands jeugd! Naar 't heilig, heilig Rome!"". Een studie naar enkele demografische kenmerken van de Nederlandse pauselijke zouaven 1860-1870",2010,"[['Rome', '12.5', '41.9']]"
693,"Graafland,F.",Voor de vorming van het hart en de ontwikkeling van het verstand. Straffen en belonen in het onderwijs van 1801-1850: wetgeving versus Praktijk,2010,[]
694,"Snijders, Y.","Plots van ""de"" Nederlandse geschiedenis. Een vergeljking tussen HollandRama en enkele schoolmethoden",2010,[]
695,"Viet, R. van",Vlootinstructies en de eerste twee oorlogen met Engeland in de zeventiende eeuw. ,2010,"[['England', '-1.566667', '52.483333']]"
696,"Post, T.S.",Bont voor dieren?. Hoe de pelsdierhouderij zich tracht te wapenen tegen een oprukkend dierenactivisme in Nederland 1990-heden,2011,"[['Netherlands', '5.55', '52.316667']]"
697,"Rooij, P.C. de","Nationalisme in beeld gebracht. Historische schoolplaten in Nederland en Duitsland, circa 1900-1970",2011,"[['Netherlands', '5.55', '52.316667'], ['Germany', '9.916667', '51.516667']]"
698,"Micudová, M.M.","On the path from the stereotypical depiction of "" the other"" to reconciliation through the recognition of a true picture of 'us'. History education in Europe since the 1950s throug case studies of France and Germany, and Slovakia",2011,"[['Slovakia', '19.558333', '48.658056'], ['Europe', '7.0', '46.0'], ['Germany', '9.916667', '51.516667'], ['France', '2.0', '47.0']]"
699,"Steegmans, M.S.H.",Vergeten Glorie?. De slag bij Waterloo in het collectieve geheugen van Nederland 1815-1965,2011,"[['Netherlands', '5.55', '52.316667']]"
700,"Brinkhof, M.H.M",'Gedwongen huwelijk' in Nederland 1870-1940. ,2011,"[['Netherlands', '5.55', '52.316667']]"
701,"Bruins, J.J",Wo ist die Altstadt. Zelfbeeld en imago van Rotterdam 1940-2010,2011,"[['Rotterdam', '4.479167', '51.930833']]"
702,"Stel, D.F.D. van der","BOM Shiva Shanka. Een analyse van de reis van Westerse jongeren over de ""Hippie Trail"" tussen 1996 en 1980",2011,[]
703,"Broekhoven, M.K. van","Ford, Dow, The Hague. An analysis of the power relations between the multinationals Ford and Dow Chemical, and the Dutch national government between 1949 and the mid-1980s",2011,"[['The Hague', '4.316667', '52.083333']]"
704,"Schaberg, L.A.M.A.",De militaire identiteit van het Regiment Van Heutz 1950-2000. Het kan omdat het moet!,2011,[]
705,"Büyük, H.",America's Bid for Empire in the New American Century. the Bush Doctrine and the 2003 Iraq war,2011,"[['United States', '-100.0', '40.0']]"
706,"Span, L",Lager onderwijs aan schipperskinderen. ,2011,[]
707,"Zegelaar, D.K",De Militair Geneeskundige Dienst in het Interbellum. ,2011,[]
708,"Gavin, B.T.G.","God, Guns and Guerrillas. On the Piety and Politics of Nationalism and Irredentism in Kosovo",2011,"[['Kosovo', '20.85', '42.6']]"
709,"Lucassen, M.G.P.",1985; First cracks in the Berlin Wall?. An analysis of five meetings between Reagan and Gorbachev,2011,"[['Berlin Wall', '13.376944', '52.516111']]"
710,"Paridon, M.C. van",Dagboeken van Jan Soldaat. Een reconstructie van de diensttijd in Nederlands-Indie gedurende de politionele acties aan de hand van dagboeken,2011,"[['Dutch East Indies', '118.0', '-2.0']]"
711,"Bottelier, T.W.","The geopolitics of Containment. Reappraising American Foreign Policy During the Early Cold War, 1945-1953",2011,[]
712,"Borrelli, R.S.B.","Into the Free market. Slaves,Freedman, and Market Interaction, The Continuity of Slavery and Freedom",2011,[]
713,"Vermeulen, M.","Inhoud, productie verspreiding en receptie van een nieuw burgerideaal. De Economische liedjes van Betje Wolff en Aagje Deken",2011,[]
714,"Berg, O. van den",Meer dan Curacao in Rotterdam. De migratie en cultuur van Rotterdamse Antillianen,2011,"[['Curaçao', '-69.0', '12.183333'], ['Rotterdam', '4.479167', '51.930833']]"
715,"Oosterling, K.",De voorgeschreven orde aan tafel: gedragsregels en tafelmanieren in negentiende-eeuws Nederland. ,2011,"[['Netherlands', '5.55', '52.316667']]"
716,"Seidler, Y",De regulering van de Rotterdamse prostitutie tijdens de tweede helft van de negentiende eeuw. ,2011,[]
717,"Velthuizen, D.L.A",De creatie van een vorst. Representatie en legitimatie van Willem III van Oranje en Maria II Stuart in het revolutionaire discours 1688-1689,2011,[]
718,"Egan, L.",An Informal Imperialism. U.S. Foreign Policy 1898-1912.,2011,[]
719,"Horssen, J.G.R. van",Verzamelde verhalen. Oral history in de Nederlandse geschiedschrijving sinds 1945,2011,[]
720,"Dijk, J. van",Hoe Populistisch is Leefbaar Rotterdam tijdens de campagne voor de gemeenteraadsverkiezingen van 3 maart 2010. ,2011,[]
721,"Sule, E.O.",The Netherlands development cooperation with Africa 1960-2009. ,2011,"[['Africa', '21.093611', '7.188056']]"
722,"Madeley, B.J.M",Britain for the British. ,2011,"[['United Kingdom', '-2.433333', '53.55']]"
723,"Rampertap, S.K.N.",Ka bhail? Wat is er gebeurd?. Veranderde posities van vrouwen in de Hindoestaanse gemeenschap in Suriname 1916-1950,2011,"[['Suriname', '-56.0', '4.3']]"
724,"Most, J. van der","Oorlog en Religie in het Rampjaar. Een scriptie over religieuze retoriek in Nederlandse pamfletten, en in het bijzonder over de veranderede gereformeerde perceptie van de internationale pilitiek in de jaren 1672 en 1673",2011,[]
725,"Klein Horsman, A.",Brieven aan thuis. Drie Rotterdamse jongemannen in Napoleons garde D'Honneur,2011,[]
726,"Kieviet, Y.",Van behoedzame moralist naar ethische realist. De rol van Nederland als lid van de Veiligheidsraad (1946-2000),2011,"[['Netherlands', '5.55', '52.316667']]"
727,"Leewis, S",Identity and the Scottish National Party. A study into the use of national and state identity in modern Scottish political nationalism,2011,"[['Scotland', '-5.0', '57.0']]"
728,"Stribos, J.H.A.",Voltooid verleden toekomende tijd.. Twee Nederlandse utopische romans uit de achttiende eeuw.,2012,[]
729,"Zwaal, T. van der",De gemiddelde Nederlander. Het ontstaan en de ontwikkeling van de berekening met de Nederlandse nationaliteit 1835-1965,2012,[]
730,"Baljon, T.V.H.",Rethinking Reform:. A Reappraisal of German East African History,2012,[]
731,"Çavusoglu, Z.",'In het voorbijgaan'. Historisch besef en de opkomst van nostalgie in de autobiografie 1890-1970,2012,[]
732,"Klootwijk, L.",Protest 2.0 in Egypte. Traditioneel en social media protest tijdens drie golven van demonstraties in Egypte,2012,"[['Egypt', '30.0', '26.0']]"
733,"Ibraeva, Z.","The relationship between Muslim and Eastern Slavic identities and Russification, 1960s;. the study of the effects of the native language instruction and sources of the Russian influence",2012,[]
734,"Lai, X.Q.",Lost in Translation.. An exploration of the identity of Chinese Illegal Migrants who came to the Netherlands during the 1990's.,2012,"[['China', '103.0', '35.0']]"
735,"Berg, P. van den","Memories of Defending the Nation. Commemorating the Battle of Waterloo in the Netherlands, in 1865.",2012,[]
736,R.R. Boot,Reshaping arguments: How political ideas transcend borders. A case study of political thought during the Dutch Revolt,2012,[]
737,"Wegink, D.",The Eagle versus the Lion. German nationalism in the Dutch-German relations on the eve of the First World War (1900-1914).,2012,"[['Germany', '9.916667', '51.516667']]"
738,"Verheij, J.","Andere tijd, andere orientatie?. De Opstand in Nederlandse geschiedenismethoden voor MULO en MAVO, ca. 1955-1985",2012,[]
739,"Smid, F.W.",Spoorwegen in het Rijngebied en de concurrentiepositie van de Nederlandse zeehavens. Een bescheiden bijdrage aan het onderzoek naar de oorzaken voor de liberalisering van de Nederlandse scheepsvaart- en handelspolitiek 1831-1868,2012,[]
740,"Eversdijk, A.M.",Optrekken aan de ander.. De rol van Nederlands nationalisme tijdens het bezoek van de Boerengeneraals in 1902.,2012,[]
741,"Weert, P. de","Sailing Upstream.. Network and business strategies of the company Vinke & Co., within Dutch Tramp Shipping, 1910-1930.",2012,[]
742,"Andre de la Porte, V.C.",Wanneer touwslagen niet meer volstaan.. ,2012,[]
743,"Rensen, F.M",Samuel Lyde en James McKinnis Balph. Zendingswerk onder de nusayris in Noordwest-Syrie in de laat-Osmaanse tijd,2012,[]
744,"Klerk, M.S. de",Between the Devil and the Deep sea.. How to deal with Britisch protectionism?,2012,[]
745,"Elden, R.A. van",Touwtrekken  op het stadshuis.. De rol van het Rotterdamse ambtelijk topkader op de besluitvorming van Plan 2000+,2012,[]
746,"Janssen, E.P.A.",De Nederlandse Rijn- en binnenvaart in de Tweede Wereldoorlog. ,2012,"[['Rhine', '4.09305555556', '51.9811111111']]"
747,"Kruisheer, H.S.",Zichtbaarheid als strategie:. De etnisch-culturele positie van Surinamers werkzaam in het nachtclub-leven tijdens het Nederlandse Interbellum (1918-1940),2012,[]
748,"Berg, G.L. van den",TV Mozaïek: cultuur en groepsemancipatie op de beeldbuis. een verkenning van de Rotterdamse migrantenomroep TV Mozaïek en het positioneren van de omroep in het nationale overheidsbeleid van de jaren tachtig en begin jaren negentig.,2012,[]
749,"Schipper, T.R.",A Parliament of Paper Tigers. The position of the Dutch Parliament on Dutch-Chinese relations 1978-1999.,2012,[]
750,"Jhagroe, S.S.","Redemption, ambivalebnce and self-deceit. A Discourse Analysis of Surinamese Independence (1973-1977)",2012,"[['Suriname', '-56.0', '4.3']]"
751,"Kortekangas, O.P.A.",Inclusion through exclusion. comparing elite discourses on the assimilation through education of the indigenous peoples,2012,[]
752,S.C. Meijer,"In debat over het NIOD-rapport Srebrenica: een 'veilig' gebied.. Reconstructie, achtergronden, gevolgen en analyses van de val van een Safe Area.",2012,[]
753,"Dieren, L. van","Met handen en voeten gebonden aan een Eruropees leger. De Nederlandse krijgsmacht en de Europese Defentie Gemeenschap, 1950-1954",2013,[]
754,"Haaf, M.W. ten",De laatste Stuiptrekking van een Arbeiderskrant. Het Vrije Volk in Rotterdam: 1970-1991,2013,"[['Rotterdam', '4.479167', '51.930833']]"
755,"Beek, Julisa van",The Forming of a Community in the Heart of the Dutch Caribbean. ,2013,"[['Caribbean', '-75.818333', '14.525556']]"
756,"Burden, J.L.",Political Identity in Northern Ireland. Republican ideological frames and the Good Friday Agreement,2013,"[['Northern Ireland', '-6.933333', '54.583333']]"
757,"Dane, J.",Hellas in Hesperië. Filhellenistische motieven in het negentiende-eeuwse literaire dandyisme,2013,[]
758,"Gamra, Somaya Ben","Een strijd met vele gezichten. Het geschiedverhaal van de Opstand in Nederlandse geschiedenismethoden van de MULO en MAVO, 1920-1970",2013,[]
759,"Koole, K.M.","Uit de schaduw van de anarchist. Het dagelijkse leven in de negentiende eeuw, nader bekeken aan de hand van drie kinderdagboeken uit het gezin Domela Nieuwenhuis",2013,[]
760,"Bouter, Kyle de","Curbing Communism. American motivations for intervening militarily in Indonesia and Dutch newspaper representations, 1953-1957",2013,"[['Indonesia', '106.828333', '-6.175'], ['United States', '-100.0', '40.0']]"
761,"Nieuwdorp, R.",Een bewerkte drenkeling in de Nederlandse literatuur. Comparatief onderzoek naar de Nederlandstalige versies van Robinson Crusoe tussen 1720 en 1850,2013,[]
762,"Grealish, M","You Say ‘Po-Tay-to’ I Say ‘Po-Tah-to'. Troubled Perspectives on Anglo-Irish Relations, 1966-1998",2013,[]
763,"Kooke, S.",Het leven van een negentiende-eeuwse vrouw. Burgerlijke identiteit en sociale conventies,2013,[]
764,"Poiesz, O.J.",Agents of Information. The American Consular Service and the Spanish-American wars for independence,2013,[]
765,"Berkel, M. van",Ver(p)licht lezen. Pedagogische leesadviezen in de periode 1780-1830,2013,[]
766,"Sfountouri, M.","Writing home. National identity in expatriates' letters, 1978-2009,",2013,[]
767,"Kodde, Karel",Chaos tegenover structuur en stilte tegenover uitbundigheid. Een zoektocht naar de wederzijdse beeldvorming van Suriname en Nederland tijdens de periode van het Statuut voor het Koninkrijk der Nederlanden (1954-1975).,2013,"[['Kingdom of the Netherlands', '5.55', '52.316667']]"
768,"Johnston, W","THESE ADIAPHORISTIC DEVILS. MATTHIAS FLACIUS ILLYRICUS IN STATU CONFESSIONIS, 1548-1552",2013,[]
769,"Chauveau, M.",Algerian colonial history in French textbooks. At the crossroad of nationalism and memory clashes,2013,"[['France', '2.0', '47.0']]"
770,"Macburnie, J.E.",Forged in Crisis. The Impact of the Syrian Civil War on Kurdish Identity,2013,[]
771,J.P. van Essen,Recognizing Reconciliation. The role of culture in post Second World War and post Cold War reconciliatory processes and acts of apology,2014,[]
772,"Dijke, Sanne van",1968: Het begin van de toekomst. Een onderzoek naar de bijdrage die Fred L. Polak en Eppo Doeve met het boek Gesprek met morgen leverden aan de discussie over de toekomst in de jaren zestig,2014,[]
773,"Adolfs, Sara",Je Maintiendrai! Gouverneur-generaal B.C. de Jonge en zijn succesvolle repressie van het Indonesisch nationalisme (1931-1936). ,2014,"[['Indonesia', '106.828333', '-6.175']]"
774,"Raevskaia, Anastasia",Changing Perceptions on Surinamese Migrants in Dutch Media from 1975-2000. ,2014,"[['Suriname', '-56.0', '4.3']]"
775,"Ploeg, Elsbeth van der","Theodore Roosevelt, idealistic reformer or conservative in disguise?. A reinterpretation of the 26th President of the United States",2014,[]
776,"Egberts, Thom","De spiegel van de Europese Unie. Een studie naar het European Heritage Label als voorbeeld van een Europese, transnationale herinneringspolitiek",2014,"[['Europe', '7.0', '46.0']]"
777,"Lameijn, Eric",1000 bommen - of toch granaten?. Het bombardement op Middelburg in het collectief geheugen.,2014,[]
778,"Geschiere, Cis",Schutterijen in Zuid-Holland en de Belgische opstand. Een studie van de vrijwilligers van de Tiendaagse Veldtocht (1831),2014,"[['South Holland', '4.666667', '52.0']]"
779,"Cook, Callum",An analysis of the British National Party’s Discourse:. a ‘radical but commonsense program for change’,2014,[]
780,"Aken, Stanley van","Islamitisch basisonderwijs, een bijzonder soort onderwijs. Welke ontwikkelingen hebben islamitische basisscholen in Rotterdam doorgemaakt in de periode 1988 - 2013?",2014,"[['Rotterdam', '4.479167', '51.930833']]"
781,"Reniers, Nico","Een andere Tweede Wereldoorlog in buitenlandse speelfilms. Toe-eigening van buitenlandse speelfilms over de Tweede Wereldoorlog door Nederlandse recensenten, 1945-1960 en 1990-2005",2014,[]
782,"Ree, Stefan van der",Een nieuwe Gouden Eeuw: historische analogieën in het politieke debat in Nederland tijdens de negentiende en twintigste eeuw als representatie voor het collectieve geheugen.. ,2014,"[['Netherlands', '5.55', '52.316667']]"
783,"Mol, Lennart","Towards an inclusive national identity?. The development of national identity in Estonia, 1991-present",2014,"[['Estonia', '26.0', '59.0']]"
784,K. de Jonge,"'Wij hebben gewonnen!’. Nationalisme en de Olympische Spelen
van Amsterdam 1928",2014,"[['Amsterdam', '4.892222', '52.373056']]"
785,"Lewis, Tara",“Swearing & vowing they would kill them because they were of English kind.”. English perceptions on Irish and English national identities during the 1641 Rebellion,2014,"[['Republic of Ireland', '-8.116667', '53.133333']]"
786,J.M.M. van der Spelt,"De Poolse Kwestie en de zoektocht naar eenheid, 1863-1939. ",2014,"[['Poland', '21.033333', '52.216667']]"
787,N.S.D. Linkels,"Power, politics and Propaganda. The mystification of the Revolt of Naples",2014,"[['Naples', '14.258333', '40.845']]"
788,"Wilman, George",Perceptions of Pan-Americanism: U.S.-Latin American Relations c. 1900-1945. ,2014,"[['United States', '-100.0', '40.0']]"
789,S.L.M. Klein,"Victims of the Liberation: Dutch women and the Liberation of Netherlands. “In Holland we are not supposed to talk about things like that, that is bad, that is the past and it has to be forgotten. What about me, do I have to be forgotten also?”",2014,[]
790,"Priem, Ian","Exchange or Empire?. The Fulbright Program in the Netherlands during the Cold War, 1949 -1990.",2014,[]
791,"Leelie, Annelie van der",Negentiende-eeuwse Nederlanders op reis naar de Verenigde Staten 1873-1914. ,2014,"[['United States', '-100.0', '40.0']]"
792,"Boender, Evelien",Suske en Wiske en de getekende tijdgeest. Een onderzoek naar de maatschappelijke betrokkenheid van de strip Suske en Wiske in de periode 1960-1975,2014,[]
793,"Vaessen, Eline","The Syrian Civil War. A historical analysis of the role of Syria's interreligious relations, sectarian politics and regional positioning up to the Civil War",2014,"[['Syria', '38.583333', '35.216667']]"
794,"Hartogh, Rudolf den",The future of the past. A case study on the representation of the Holocaust on Wikipedia,2014,[]
795,"Heijden, Elcke van der",De oorlog op de planken. De verbeelding van de Tweede Wereldoorlog in het Nederlandse theater 1990 - 2014,2014,[]
796,"Polderman, Nanda",De jeugdherinnering aan Nederlands-Indië. ,2014,"[['Dutch East Indies', '118.0', '-2.0']]"
797,"Brouwer, Foka","Op zoek naar een Joodse nationale identiteit. Volk en natie bij Martin Buber, 1899 – 1911",2014,[]
798,"Westerveld, Marloes","Seksualiteit in damesbladen. Een onderzoek naar het beeld van seksualiteit in Libelle, Eva en Viva, 1960-1980.",2014,[]
799,"Putten, Tim van","Holbewoners in zwarte pyjama's?. Beeldvorming van de Vietcong in Life en Panorama, 1962-1970",2014,[]
800,"Meijs, Alisa",Plezier of plicht? Huwelijksreizen van Nederlanders in de negentiende eeuw. ,2014,[]
801,"Oorschot, Simone",Alweer te laat!. De versnelling van het levenstempo en ‘zenuwachtigheid’ in het negentiende-eeuwse Nederland.,2014,"[['Netherlands', '5.55', '52.316667']]"
802,"Hartigh, Saskia den",Rotterdam and the Transatlantic Slave Trade. ,2014,"[['Rotterdam', '4.479167', '51.930833']]"
803,"Eijnden, Sam van den",Honderd jaar ‘Europese burgeroorlog’. De Europese Unie en de herinnering aan de Eerste Wereldoorlog,2014,[]
804,"Hoeven, Floor van der","The Indian eye. Imaging the British imperial project in London from an Indian perspective, 1810-1915",2014,"[['London', '-0.1275', '51.507222'], ['United Kingdom', '-2.433333', '53.55']]"
805,H.W. Krijger,"Teleurstelling en illusie. Beeldvorming van Rusland door Nederlanderse reizigers, 1780-1830",2015,"[['Russia', '90.0', '60.0']]"
806,J.W.H. Scharink,"Het slagveld der natiën. De slag bij Waterloo in Nederlandse geschiedenismethodes, ca. 1900-2015",2015,[]
807,J.M.A. Bolloré,Silent Voices. An investigation into women's perceptions of their rights in twentieth century Iran,2015,"[['Iran', '53.0', '32.0']]"
808,K. van der Poel,Frederik van Eedens innerlijke evolutie: een analyse van zijn zelfnarratieven (1885-1890). ,2015,[]
809,E. Prosman,A relation of neutrals. The Netherlands and the United States during the First World War,2015,"[['United States', '-100.0', '40.0']]"
810,C.A. Kraan,Corruptie in Zuid-Afrika. Een onderzoek naar de oorzaken van politieke corruptive in Zuid-Afrika,2015,"[['South Africa', '25.0', '-30.0']]"
811,R.M. Schaap,Erfgoed in boek en beeld. De visuele framing van erfgoed in Nederlandse geschiedenismethoden sinds ca. 1980,2015,[]
812,P.H.F. Jansen,"Denimism. Denim and equal rights for women from the perspective of the American mass media, 1915-1975",2015,"[['United States', '-100.0', '40.0']]"
813,K.H. van Loon,Tussen de regels geschreven. De schoolagenda als venster op de klassikale wereld van de hogere burgerschool (1917-1950),2015,[]
814,T.N. Spiering,Images far from reality?. Gendered national identity in (post) Soviet Russia,2015,[]
815,C.K. Johnson Yakoob,Securing a Future and Constructing a Community: Shifting identities of Pakistani Christians in the UK. ,2015,"[['Pakistan', '69.183333', '29.4'], ['United Kingdom', '-2.433333', '53.55']]"
816,E.C. Vogelaars,"Het dooien van de Koude Oorlog. De beeldvorming over de afloop van de Koude Oorlog in Nederlandse geschiedenislesboeken
in de periode 1994-2012",2015,[]
817,J.P. Rottier,"Godsdienstcontroverse of politieke rel?. De Aprilbeweging in Nederlandse geschiedenismethoden, 1875 -1941",2015,[]
818,F.M.C. van Mulbregt,Een verloren strijd?. De reflectie van Nederlandse militairen op de legitimering van het militair ingrijpen door de legervoorlichting tijdens de Indonesische Onafhankelijkheidsoorlog (1945-1950),2015,[]
819,T.Koopmans,Een speelbare oorlog. Authenticiteit en stereotypering in de representatie van de Tweede Wereldoorlog in videogames,2015,[]
820,B.A.J.M. Lombarts,"Conflict of harmonie?. Natuurwetenschap in katholieke en protestantse Nederlandse schoolboeken, 1920-1970",2015,[]
821,L.C. Elliot,Indian Voy(ag)eurs to the Motherland 1870-1920: Gender viewed and reviewed.. ,2015,[]
822,E.A. Stevens,Gender als beeld. Beeld als historische bron: de representatie van gender in Duitse en Nederlandse nieuwsfoto’s in de periode 1914-1920,2015,"[['Germany', '9.916667', '51.516667']]"
823,I.F. Spaan,"Republikein in de Dop?. De ' Grand Tour' van Pieter de la Court, 1641-1643",2015,[]
824,E.M. van Alphen,"Herinneringen herbergen?. Een onderzoek naar de rol van herinneringen binnen de tipgeving
voor en toekenning van drie casussen en het
rijksmonumentenbeleid van de Rijksdienst voor het Cultureel
Erfgoed in Nederland in de periode 2009 – 2015",2015,"[['Netherlands', '5.55', '52.316667']]"
825,G.H. van Veluw,Crisis of staatsgeheim? De beeldvorming van twee mond- en klauwzeercrises. De spiegel van een epidemie,2015,[]
826,G.P.T. Kokshoorn,"Herinnering aan een
historische plek en
boodschap voor de
toekomst. De omgang met ‘gevoelig erfgoed’ in
educatieve programma’s voor het
voortgezet onderwijs van
herinneringscentra Kamp Westerbork,
Vught en Amersfoort",2015,"[['Westerbork transit camp', '6.607222', '52.9175'], ['Herzogenbusch concentration camp', '5.258889', '51.665833'], ['Amersfoort', '5.3889', '52.1566']]"
827,M.R.M. Straver,"The invisible hand of Alan Greenspan:
The development of financial regulation in the United States 
during 1987-2006. ",2015,"[['United States', '-100.0', '40.0']]"
828,I. Pappas,Coca-Cola under the Aegis of US Government. How did Coca-Cola use the US Government to back its foreign interests between 1945 and 1948?,2015,[]
829,A.P. de Heer,"Europees anti-Amerikanisme. De invloed van protestbewegingen op het buitenlandse beleid van de Nederlandse
regering met betrekking tot de Vietnamoorlog",2015,[]
830,A. el Hamidi,‘Visit Palestine’. Onderzoek naar zionistische propagadaposters (1900-1956),2015,[]
831,G. Hauck,Joods leven op Curaçao: Jossy Maduro. Een micro-analyse van een Sefardisch-Curaçaose identiteit begin twintigste eeuw,2016,"[['Curaçao', '-69.0', '12.183333']]"
832,J.  Küpperfahrenberg,By the Grace of Allah?. Reasoning of Liberal Reform in Nineteenth Century Middle East,2016,"[['Middle East', '35.6', '32.8']]"
833,M. van Schie,The Price for Principles. A comparison of the Vietnam War opinions of America’s most important civil rights organizations and their relationship with the Johnson Administration,2016,"[['United States', '-100.0', '40.0']]"
834,J.S. Steenstra,Tussen klompen en Kaäba. (Multi)perspectiviteit en de representatie van de ‘islamitisch-Arabische’ wereld in aardrijkskunde- en geschiedenismethodes tussen 1984 en 2014,2016,"[['Kaaba', '39.826165', '21.422495']]"
835,E. Tinkhof,"Australia, Building a 'White'  Nation. How and why legal sexual relationships of ‘white’ men and ‘mixed blood’  Aboriginal women were used for the assimilation of Aboriginal peoples into the ‘white’ nation state",2016,"[['Australia', '135.0', '-25.0']]"
836,B.E.L. Korver,It takes two to tango. A historical analysis of the controversial relationship between the United States and Puerto Rico in the twentieth century:,2016,"[['Puerto Rico', '-66.5', '18.25'], ['United States', '-100.0', '40.0']]"
837,R. Monsieurs,The Causes and Consequences of the First Barbary War 1801-1805. ,2016,[]
838,M. Buddenbaum,Her Prospects of Mankind. How Eleanor Roosevelt presented her views on the United Nations and its challenge in the Congo on the medium Television,2016,[]
839,M. de  Vries,De vlucht van het leven. De autobiografie van een Nederlands ‘expats’ echtpaar in Afrika en het Midden-Oosten 1950-1988,2016,"[['Africa', '21.093611', '7.188056'], ['Middle East', '35.6', '32.8']]"
840,T.P. Thiemann,Moderne jeugd in een historisch jasje?. Een historisch onderzoek naar de omgang met het verleden in Hitweek (1965-1969),2016,[]
841,P. de Vlas,Policy through Pressure?. The Dutch Stance towards the Arab-Israeli Conflict,2016,[]
842,N. Klyausova,Bretton-Woods Conference: the Soviets Perspective. ,2016,"[['Soviet Union', '37.616667', '55.75']]"
843,N. Joosse,"Afrikaanse Droom. De handel van Henry P. Kerdijk en Lodewijk Pincoffs in Afrika, 1857-1879",2016,"[['Africa', '21.093611', '7.188056']]"
844,T. Rijnberg,Playing to Lose?. Representations of the Wehrmacht in Modern World War II Video Games.,2016,[]
845,L.  Roeleveld,The Volksdeutsche and victimhood. Negotiating identity in published eyewitness accounts of the German expulsion (1944-1948),2016,"[['Germany', '9.916667', '51.516667']]"
846,R.E. Audier,"On the verge of power: Wendell Willkie and American foreign policy. Internationalism, ideology and American foreign policy (1940-1944)",2016,"[['United States', '-100.0', '40.0']]"
